9000 10000
1778 4801 36
5826 5551 78
1419 2346 2
663 2002 38
7322 3199 68
6567 2594 44
1856 3559 12
7788 2782 56
7586 8910 74
6289 4479 92
5945 729 46
1918 6914 27
5577 8953 93
7046 6363 61
2717 7572 100
136 2475 5
3093 5937 13
1378 5182 78
3197 2056 72
6111 2908 79
8791 3994 70
1800 3882 70
1438 2258 33
8213 7649 17
6828 2355 17
6939 2516 55
6923 1417 23
6303 4034 18
2495 8873 48
8231 1499 11
6382 4492 19
2192 7967 53
1296 1029 39
6132 1564 83
3262 2171 75
4427 99 95
6724 4057 89
8506 2840 99
7926 6468 97
4295 3086 43
61 5578 78
4242 3877 81
3415 2326 13
4851 5497 21
144 3173 55
7841 1379 90
6349 8322 28
4774 386 20
4589 515 10
636 8070 87
5578 6173 63
1809 2948 90
3214 5796 52
3524 3599 59
6827 5712 47
6153 1138 37
818 2132 89
2892 81 26
8357 1457 31
2897 2712 93
8164 1410 56
5726 4372 91
56 165 14
6628 7963 91
2205 4030 64
1644 1817 76
4136 4019 68
1662 4798 69
4353 7119 6
5705 565 98
6349 4530 37
961 4052 74
187 2463 76
8105 8564 75
821 4192 10
3349 2053 80
420 7511 16
4618 8877 61
2875 5762 76
5146 7033 100
5370 7681 59
3058 4746 56
8561 4627 41
7814 868 71
8553 6188 79
340 4292 77
1973 7017 19
2078 5302 3
627 7743 90
397 6419 65
6185 8019 19
2748 3639 77
5802 3166 67
2380 1322 100
2980 3208 83
5180 2320 9
6678 898 66
3740 5247 2
3799 5918 38
1040 6962 37
2087 2041 32
7870 3424 2
2059 7153 50
2257 3679 3
3352 4371 41
3189 8612 2
4969 4231 38
7909 6145 58
4174 7987 99
3276 7986 4
3234 3790 7
3082 6084 4
5810 1479 21
3504 6428 44
7942 8490 5
8728 4949 33
8429 5189 20
4843 5842 56
2583 433 90
1295 2263 97
3836 7021 31
2731 5010 68
7622 924 7
5871 6941 12
693 687 85
2040 7052 24
2703 3951 69
8328 5121 10
6848 4225 23
345 4811 89
1942 4493 10
5371 884 48
197 3519 28
233 1577 53
7734 6653 45
2967 1743 55
4179 6891 92
8116 600 67
8881 4481 52
527 7116 31
4159 3427 3
1775 6132 19
50 3484 15
3587 2900 25
580 8709 47
4973 5153 52
6307 7704 75
5610 6674 43
1808 896 62
1645 1934 14
6689 2759 55
3711 5515 63
5821 4860 50
8053 914 50
878 3357 8
4928 5572 50
6588 8582 24
563 4166 61
4382 66 62
4066 3242 27
937 3100 24
1777 5109 96
2834 2702 64
2535 1937 24
2842 7332 97
83 5211 86
2718 573 94
2274 6355 83
2690 2222 30
7577 6249 97
4288 1310 71
2354 7657 48
6481 4573 11
3772 4885 39
4839 6261 99
1703 7328 98
4578 7767 15
8725 3672 17
6817 6376 68
8161 4675 68
6892 1610 7
7746 4502 24
7886 317 60
2358 7380 18
3174 5550 18
6044 1694 17
4269 2232 44
1915 5354 75
6759 1032 82
5994 6279 85
7882 8561 36
1393 5729 32
3244 3781 89
3344 2212 63
4201 744 54
3968 6526 20
2365 7355 75
2505 3698 81
5084 3807 51
8839 3446 39
8566 2263 57
8286 6024 88
2718 7308 32
5273 5073 3
7285 1377 24
6109 3351 98
3688 7586 30
4486 38 44
7015 7212 15
5547 3639 83
476 3230 37
5924 8329 16
1150 7316 52
6611 3312 80
2142 8750 32
6650 2249 7
7379 692 42
614 3961 4
2338 1290 88
4017 2547 34
8845 4390 90
6237 1346 68
4389 285 71
2034 3515 11
96 6264 87
1481 1864 96
3976 7135 59
2519 4736 97
8879 8835 49
2320 828 45
1393 2527 35
7221 4929 24
2975 8512 13
5977 1687 16
2894 3194 64
7334 5377 81
7053 405 21
2668 4953 2
6176 777 56
7896 2943 13
5098 5041 49
2971 1808 87
7423 3694 21
578 7038 71
7502 4208 60
5596 8869 59
1745 6989 78
654 8010 57
2745 4154 22
6332 6540 21
8006 6135 43
8049 129 33
5210 3628 36
3994 332 31
623 1132 68
6124 5705 31
4237 1783 73
4560 276 14
7869 2898 53
4181 504 61
1352 7275 9
3011 7064 72
5074 6848 26
5748 4674 91
8006 7942 60
751 8687 81
5152 868 32
7732 6841 16
4758 5752 33
3978 8244 36
3688 4461 72
2465 2129 11
717 90 93
1790 5732 17
6788 6770 22
558 4143 23
1628 2697 41
6650 24 80
5596 595 43
3717 178 13
4211 7865 10
451 3909 2
5389 3124 96
8525 2920 19
7644 1145 68
7315 6727 26
8099 2681 52
8821 2316 54
1937 1524 32
389 7646 77
3628 1444 93
4713 1576 7
2734 1883 12
6611 2627 11
7204 8650 34
2270 5714 51
3071 7785 36
326 6574 12
7789 669 53
142 3026 64
4086 321 99
3414 8510 98
8308 1509 67
2732 2942 2
3017 1697 77
6866 1446 32
8191 7449 16
6282 2497 67
3323 4425 32
3079 8787 8
212 2222 12
1439 4106 12
4750 3847 17
3708 129 52
468 1346 20
6606 5792 64
6109 5611 98
6207 8797 15
3290 8303 73
8602 4274 19
5538 8977 10
7653 1266 29
2374 7866 8
4747 270 34
5285 2674 35
2889 4473 40
5904 8515 86
3242 6123 82
4619 1317 95
8883 1636 53
6627 3810 87
2220 4602 96
4056 7303 54
1 8447 49
8205 1095 56
332 3153 90
8248 6419 42
2331 4029 87
3775 5388 91
686 662 59
983 199 98
2134 735 23
3511 8214 1
2725 2076 57
3326 8616 13
3168 2244 75
8139 2676 29
762 7374 15
8310 7730 44
2675 7667 46
4580 4363 67
495 5383 98
8443 4555 61
8732 7930 6
3492 1234 20
605 4083 92
8120 2453 42
6143 2513 61
6712 1180 6
6200 7591 33
5637 1321 96
5814 6625 14
5493 4583 39
8625 4751 67
4000 2489 81
6323 8423 37
3529 8248 42
6360 7246 66
4994 463 52
587 3374 8
8454 7664 57
3328 3738 11
8343 6832 89
904 2577 54
3067 8583 79
326 8178 8
244 8044 91
8936 8318 26
5227 330 52
7368 1367 72
8230 6767 68
3674 3659 94
7474 2602 73
7925 6306 72
6870 7232 67
1937 6324 85
5907 950 1
2418 8936 39
5888 2174 39
7613 6875 13
5897 2895 68
7806 1718 89
648 2668 37
3083 7860 83
4192 3011 25
684 3344 63
5540 3257 30
4595 8033 54
8761 7940 41
4245 3897 46
1791 8128 91
4990 2551 78
735 4245 94
4409 4519 82
7124 8202 68
8504 4314 86
2223 5860 95
4862 2433 27
6802 7801 10
6775 5488 25
5641 5138 3
422 220 31
1552 8907 84
6578 2544 57
2454 4718 39
5408 8580 49
1975 6187 52
5475 8224 69
4880 4283 60
6936 8624 50
8609 4034 18
3659 8546 48
7774 1413 2
5325 6478 6
8383 5283 2
2606 8578 27
675 942 64
8363 3593 23
3786 3630 95
4128 3627 52
379 8529 84
1480 8594 95
7208 4144 50
170 7177 31
432 7468 34
7626 6708 25
1415 5402 10
1244 7057 36
7274 1438 2
5780 6277 7
2694 8088 16
3387 3241 61
4181 7999 12
2718 3528 27
6486 6223 99
2562 8145 51
8024 4720 27
4488 7998 41
1698 791 42
118 5991 98
3879 5214 53
2117 4566 35
8366 1922 86
5825 4496 2
7074 8910 99
3134 904 18
3629 1684 43
6967 7755 48
5419 2460 13
1779 5392 70
3593 3095 89
7750 5079 99
1317 6132 17
7034 866 3
5515 2385 45
6509 2763 15
6090 1250 44
8543 7697 12
6240 5261 73
1636 3303 37
1007 8808 34
7262 8836 7
7596 7987 20
8000 4902 20
1024 6666 1
2597 6021 39
3583 1599 60
4989 7492 48
8014 5630 23
4589 2552 88
7578 203 12
1489 294 66
1975 6939 55
5284 1955 48
5239 3294 19
6696 3508 96
8595 3985 75
8700 4739 43
8897 3420 16
4304 8488 42
1840 4850 76
2361 3300 58
5124 212 51
7962 1008 26
1147 2142 67
2267 1922 52
2819 2501 8
6425 7466 29
2335 3028 78
10 3770 92
748 1904 47
2436 6200 1
5436 2421 95
6762 6697 6
3730 3518 100
7029 2212 89
857 2153 61
718 1337 27
791 1553 16
4185 4429 96
1632 5595 68
8657 2066 16
1443 17 96
2869 2769 53
4875 4053 93
1150 4887 46
560 2634 91
8126 3253 65
6476 6574 89
4769 6299 54
1915 2695 61
5729 4500 51
5104 1421 95
5752 5217 20
1522 668 47
5297 2770 22
4081 7409 15
2023 3665 88
760 8429 75
3735 6102 60
4479 1175 23
3431 711 99
1694 6776 46
3249 8545 12
4768 4191 55
801 6752 10
3938 1931 91
3619 1384 94
459 6424 44
3949 1186 54
7985 1683 44
2662 707 68
6191 3406 40
1872 8964 3
1184 7551 51
2347 3516 48
2177 4761 2
5350 8402 65
8851 5884 3
6547 7303 87
1846 7432 77
4587 1654 29
4981 2105 42
3915 948 44
6277 6758 50
2151 2417 86
329 2794 21
6843 4812 23
5962 1899 61
6118 3382 26
5250 6919 49
5065 5747 54
5216 1363 3
1122 7344 9
7405 1188 4
8834 417 63
592 7688 60
237 1419 25
2001 3254 61
6411 2851 34
8844 6081 19
7462 4047 4
89 4252 99
2570 6336 56
2418 2840 87
4363 2758 46
8569 4695 69
661 4858 100
7894 678 12
8721 4609 9
1461 115 86
2879 8440 97
8262 9000 88
85 6689 48
8366 7369 26
2343 232 8
1924 653 77
6751 1318 59
1226 4625 60
4066 3007 94
951 3101 94
1625 3274 88
6397 4489 21
5855 8660 24
6497 5647 93
1086 1333 83
4207 2663 36
8334 8662 20
6897 3774 89
933 1428 43
8479 6182 23
8344 216 66
5445 8832 87
6964 2993 50
5462 2817 9
2810 30 38
5723 8476 46
4183 6001 23
7477 3059 26
5941 5523 96
2952 8922 36
6029 3424 48
7264 6023 70
7265 346 43
8442 3697 48
5064 7973 67
4691 6699 33
8354 6097 89
5128 2163 94
7456 3237 8
5497 6952 86
7150 6780 72
2174 7394 35
8149 8656 50
6821 6532 33
7252 7317 10
8364 4014 18
2399 565 40
6722 5326 7
6877 8614 68
7848 2690 54
1366 4360 30
7731 1497 15
6772 1705 98
6432 8426 4
8565 4811 57
8447 4740 23
8614 3398 53
7072 6623 55
6139 2574 2
1829 6099 39
6671 2750 78
1240 579 4
8002 246 40
187 5529 24
1455 1812 92
1106 721 11
1954 6271 67
4008 8406 49
4339 7981 30
6537 2724 43
4277 116 21
2495 5743 3
5958 7540 95
2863 6195 58
2266 6753 1
3072 4157 39
6787 3036 34
5137 8373 52
2448 8835 87
7405 4087 99
4271 8796 83
7048 2131 62
3653 1840 32
5367 137 36
8754 8969 97
5198 2898 76
5053 1838 81
3854 4783 21
3154 8158 59
3523 5804 5
4469 8247 84
5028 8952 43
8895 7760 72
5695 2738 64
1661 8593 72
207 4646 24
1402 2705 63
5058 5822 64
4532 8859 94
5822 2740 9
4436 2361 72
1224 2666 38
5448 8049 80
3365 996 34
2642 7875 88
617 3970 67
5168 442 33
2112 4809 38
2349 862 46
7078 8619 38
5131 7856 61
2143 81 41
1115 6489 42
6265 6401 9
133 4485 74
6578 2001 11
7552 5337 57
8005 6319 83
2727 7947 7
8871 1325 55
2810 8378 18
7798 2279 39
5190 1051 74
8110 4970 95
1322 8426 27
7270 1856 72
4290 2654 65
2553 3208 5
1843 6918 57
7767 3647 66
1709 2205 56
5246 3064 20
459 8108 36
2439 8547 91
5286 7760 95
7349 3106 32
5551 5098 30
7376 3103 43
4802 2485 21
2165 2629 31
4481 3568 14
1796 4343 34
5755 1120 78
7770 3122 29
3978 8419 64
865 8847 97
3419 7142 88
8418 6739 80
1403 4098 83
2586 8041 17
625 3135 52
4213 7094 47
8359 1649 79
7322 4051 54
4485 6287 96
8210 895 46
5054 8984 24
6475 828 3
2604 7472 46
2962 5894 82
1033 3330 71
5275 8974 40
4401 7297 88
7895 6506 100
5374 5059 9
2484 5115 80
1941 4354 70
2449 3559 52
3593 7214 90
8765 5721 92
578 1294 78
1500 2491 23
5261 8363 59
267 4539 39
8800 5273 98
2517 8453 76
6690 6188 79
6151 2047 8
2956 1317 75
6504 67 11
8638 864 75
6247 3873 33
4683 1617 84
3466 7891 92
3498 2918 81
6179 2477 76
660 7705 63
8193 5602 69
783 3670 49
5087 1436 17
5213 361 24
7455 2735 94
2145 6215 17
4361 4458 75
8288 253 20
6339 1891 82
6817 6576 94
7639 2318 87
1581 3617 62
1290 7184 86
2621 1886 49
3723 5214 79
1653 5921 85
790 2557 60
7764 8092 65
6933 6435 54
4624 6113 93
4547 2934 3
24 5390 96
112 8680 67
4526 1851 8
7573 3937 40
367 5536 14
5991 8323 32
162 6170 63
4855 2814 13
661 6581 3
4991 6536 79
2269 1209 61
1215 5538 72
418 7219 6
6239 808 1
219 1954 47
2664 6355 14
8009 6269 79
3855 526 28
6232 5815 56
7270 6716 86
7422 7299 29
6207 1204 38
4818 7120 90
1558 2904 57
1906 8938 72
3935 303 57
386 6335 75
3081 4906 47
6793 596 40
7904 1311 87
4122 1854 96
8479 6476 12
7975 1350 62
2877 6534 16
6455 7117 32
8634 7558 38
8306 5047 83
7954 3476 88
2125 6957 31
1186 8547 77
4360 281 60
6785 7596 59
2346 4336 4
3574 7856 85
7112 2505 48
21 7096 61
124 7747 11
3105 8594 67
75 8757 55
4407 5068 28
6615 6360 25
7944 3854 63
5208 470 5
8643 5289 64
8984 4103 24
5666 6423 42
157 4904 40
8191 7118 31
2619 2028 45
1386 8687 47
1049 7615 41
429 8720 83
8445 4535 83
5819 2197 64
5724 47 16
7166 382 79
1014 874 34
5894 4046 15
7591 8842 71
7441 947 63
5460 785 95
1405 4455 23
808 3863 15
4828 6165 93
2303 4533 31
2498 3493 34
1242 1487 37
5456 3388 17
7317 3353 83
7740 1904 29
5910 8885 49
4775 1038 64
6887 4713 32
2967 1407 11
4943 2465 32
4331 717 76
2149 2336 38
1489 3262 19
1957 3563 92
1214 1769 30
4868 3326 55
7644 3472 54
3665 902 85
4328 308 24
7627 1394 89
5044 8187 53
3404 4165 76
727 7804 66
4221 6095 66
3481 1161 26
7686 171 67
2597 690 2
7687 1657 79
7222 4627 58
2405 8156 8
1585 1087 15
8964 5935 66
4774 5165 43
4008 281 88
6243 2058 83
443 2017 52
2877 4277 10
8969 7127 48
2732 5119 79
4464 1058 56
1439 77 51
4002 1584 47
5408 8256 100
712 5903 49
1308 1666 60
1705 7472 37
2573 1920 39
5326 5461 12
5178 302 83
6196 6499 78
6458 7735 100
5188 4349 76
5236 3207 91
4766 7039 64
5130 2840 49
4288 2552 58
1764 5025 19
2864 347 41
3901 6527 53
2039 5156 38
2424 5384 55
2806 3017 48
4410 8028 37
4910 3719 10
5582 5555 72
1074 7038 12
4838 8571 32
3701 6641 33
5817 4444 72
5057 2017 67
4569 1787 61
5236 5499 28
5865 229 34
7727 772 99
8836 5408 24
7453 8848 3
5077 2689 61
5639 2382 18
5480 5594 28
7268 3971 83
3203 7702 20
6112 8930 47
2373 8116 46
1414 8201 76
5524 6526 64
8334 6992 39
3196 4293 20
6684 4048 96
290 8216 95
7141 1838 65
1604 1900 89
3383 2000 91
8060 5610 3
1240 7705 94
8641 3578 41
6934 8959 84
6007 2599 64
4020 297 88
5924 2570 66
2373 3764 83
8018 4657 9
1459 6725 54
1875 6876 56
3374 748 91
7668 7467 30
6576 6288 20
8359 1469 27
1741 1538 88
4192 3968 4
8372 3309 87
2770 303 65
6869 7750 63
1887 4860 74
5790 2644 53
5745 1768 7
2459 8496 81
1600 8346 9
1190 58 17
8143 8187 6
3639 5660 65
8388 8708 46
8396 5654 66
2934 6439 59
4163 7924 63
2705 544 11
6801 1949 69
6005 4992 71
3339 7230 54
7113 3599 48
5514 3158 4
5373 7970 26
1364 7226 59
8407 4051 49
5194 759 86
1450 1015 25
1673 6205 36
7708 8917 37
6448 6907 4
5163 4945 59
1129 2074 95
7889 4969 2
6348 3671 72
2342 6240 2
6135 5691 29
3106 7794 88
2504 3130 23
8734 1249 22
5526 364 36
6455 7728 30
3228 3557 78
2382 4234 33
2270 1020 25
7950 2224 22
1794 1837 94
7982 3165 59
6941 275 12
2800 2745 40
7855 3615 1
6367 3557 98
8199 5903 42
6655 6476 94
2602 4674 86
6538 5603 41
2724 3688 15
6005 5655 82
8432 5470 6
5697 7443 70
6965 6064 36
8811 3626 75
6344 1026 31
1631 439 57
534 7720 52
502 3522 22
4 2005 62
677 1333 89
6286 5771 95
2355 4718 52
2733 1464 89
760 6567 34
3223 5946 56
2027 6729 86
3402 5944 100
1288 2777 10
6588 2465 61
3050 4381 90
8283 354 45
6280 5056 59
4308 6845 61
887 1274 89
4050 1773 21
7091 2708 12
3055 5250 27
6394 6920 65
5502 4159 12
3075 6818 97
955 4403 92
8304 2874 14
4694 4922 21
3290 2891 34
3604 3226 96
7578 4258 72
4699 6474 13
1832 3024 18
7586 2838 64
1846 3694 13
7340 1500 92
8041 5252 44
6919 4970 81
34 6268 65
8194 2638 30
6542 5959 100
2031 6149 41
6404 7508 62
4797 5974 82
3286 1196 20
7433 5041 68
1912 8531 51
1128 8458 88
883 3327 100
2626 4925 34
7070 1332 41
2682 8515 25
8342 465 40
1894 7116 9
1040 4639 60
5611 7098 30
7124 5257 34
3873 6563 38
2489 8792 16
4277 6455 15
5314 8521 17
3288 1665 23
1441 5609 14
5861 4703 40
2407 5740 100
758 4909 39
8489 2492 78
955 3817 50
5103 8607 73
550 7838 34
3809 4114 60
8794 457 68
4650 2229 82
5574 3291 18
5042 1685 31
7869 3167 64
4659 4815 56
8273 8551 17
8345 756 18
2046 5031 47
4006 3918 21
6135 1794 3
5491 7006 89
5193 3586 24
7732 5029 61
8876 6884 15
2960 7199 54
1917 6120 79
5345 2953 34
3679 4458 54
2135 884 12
2604 3298 44
3472 8428 79
2545 5978 44
5403 2510 93
2319 5438 58
6127 1162 82
8845 1508 72
3774 2313 37
3912 4587 70
6985 2 56
1867 1768 66
8198 3705 17
5776 1727 17
766 2897 61
3495 4938 99
5534 5749 53
6630 8426 55
8759 8098 71
394 694 88
7913 8269 100
3608 1510 78
1738 8180 7
1790 2361 64
8050 4858 38
3684 4293 65
5465 4476 1
7485 2852 60
1261 5754 79
4389 5284 20
2458 831 99
718 3676 99
3890 3969 52
2465 3890 85
1740 3301 89
1405 6553 92
4631 3791 67
1786 3918 18
2708 6972 57
5395 1036 26
5220 7491 81
8681 8506 92
4931 3987 74
4604 3134 48
8614 7766 14
5827 53 1
3468 1773 52
138 3043 72
4950 6479 19
6651 3848 45
2784 3133 7
830 704 73
4179 5082 85
5309 6425 32
7218 463 85
6721 1431 93
6540 2129 12
6974 3505 94
5720 8952 35
8341 1838 44
251 7383 9
6090 1166 67
3875 7574 28
5035 8086 1
5308 5530 49
4761 5362 4
4713 5009 2
8089 2577 56
932 5828 55
4263 2657 84
6979 2907 56
6167 6783 69
598 5446 71
3612 4268 29
7229 3995 10
5232 2035 98
7548 8131 71
3382 7390 72
6650 3769 75
467 6594 9
8653 6745 85
140 4185 79
8993 6096 48
6453 6057 17
175 859 65
2174 8983 77
2912 5371 79
3751 7813 40
7302 3051 87
5664 6665 99
4828 5840 12
616 6673 58
8029 3540 71
5972 8610 86
7058 894 57
829 333 63
8686 7246 82
7226 6207 61
2789 7734 31
4902 6890 64
6128 5480 45
2639 1509 30
6431 4572 16
5945 1347 49
2654 946 82
1012 3392 11
4697 7215 59
2369 5477 41
217 2252 50
2441 3307 74
4008 8085 85
5703 7082 89
1481 2755 38
2404 6564 67
836 1377 31
8323 6229 83
8077 7325 27
4415 119 27
6356 7010 9
5116 4248 22
7519 2505 87
5265 2702 86
1196 116 99
5629 1327 80
4404 2789 10
5740 2403 84
762 6851 82
2343 7830 76
1212 4786 29
6413 7274 49
6506 110 78
1550 2809 26
7477 4295 14
4928 8033 47
233 5882 73
7889 4681 100
3005 6244 33
3679 2269 93
8165 2769 7
6679 623 17
982 4319 70
232 5955 78
6298 2698 15
647 2644 51
5972 5929 38
4139 2766 13
7426 3373 53
8814 615 13
922 6784 4
4049 418 69
2406 1814 76
5761 7245 84
4319 3647 60
8040 3062 48
4508 5690 93
4078 1324 42
2450 1859 62
6673 7728 5
3945 7720 28
5995 4025 73
1526 1667 66
3344 964 4
473 5563 61
3123 7195 93
3193 6318 10
8959 4949 12
8971 171 14
912 277 25
8041 1498 89
7528 2597 60
6958 3850 37
6159 7866 81
3539 1424 16
8784 3028 42
5183 8331 95
4352 6394 76
5603 2440 88
48 8913 36
8372 1589 86
7855 719 42
5070 5100 47
3136 7355 38
6681 4185 74
6518 1631 41
8571 7796 50
2253 453 39
4989 1544 47
4646 7672 84
3659 2054 62
8545 8229 98
3423 1163 24
4745 5709 77
3317 3880 16
7078 1171 75
3071 4353 11
3652 768 68
227 8293 1
8320 7825 61
5990 5438 47
5500 1179 47
180 5398 67
7328 5379 24
2636 5096 74
611 6496 31
997 2052 76
1843 5863 51
2256 8967 1
3985 6031 39
4089 1835 43
8671 7163 11
3190 2134 18
7604 3058 87
2768 1840 65
5277 398 72
1737 720 72
8293 6855 77
3498 7015 37
2409 6826 12
5347 3492 40
6826 618 26
1504 3467 44
4223 734 63
8458 459 51
2417 8820 17
8440 6789 15
5040 6637 12
1891 1522 63
6829 3251 42
4087 459 49
6208 5059 15
1896 2592 20
3715 3973 85
584 4980 82
5253 5166 15
2792 1498 50
5591 139 1
2908 6469 41
4503 1862 47
4090 1748 65
2309 1250 9
7451 7342 10
894 6950 35
8220 254 39
7269 214 37
8669 3852 5
4731 7427 78
8784 98 69
317 1224 34
5435 7228 81
6184 3678 19
6829 6247 14
7745 7401 47
2590 8182 15
43 5942 62
1500 8250 34
257 8625 4
2094 6238 41
3919 4371 55
1290 4923 94
5174 7155 26
5365 3287 51
8478 4168 17
4890 1589 28
4144 8233 10
3953 3544 11
577 5806 60
4662 3785 9
5044 7549 68
8546 7702 87
3880 7705 91
206 7379 57
8170 944 79
3117 4308 62
6149 5920 96
5768 7876 87
5551 2673 54
2376 3764 15
695 5443 73
7074 1500 71
1197 5158 63
5247 4327 87
5102 7652 32
8220 8192 40
5056 5270 98
2752 6217 8
3131 2322 17
7174 1176 1
7844 1636 54
6339 1734 62
618 5542 17
4148 5668 68
4392 3467 59
6692 6667 90
3606 1841 93
6862 4018 42
5447 1579 73
5734 829 67
107 877 2
4839 4372 20
1050 3623 76
134 2372 72
7665 483 14
1277 8580 73
6377 7937 6
4179 5812 49
539 8063 100
2517 7654 29
5751 7953 16
4540 8533 40
2448 5844 33
1169 4745 95
1827 594 35
1639 6040 68
8360 8745 60
5013 2198 43
178 4590 46
7988 6443 100
6741 2160 75
3173 3916 44
3106 801 73
8253 4683 79
1167 729 79
7412 271 96
5757 4592 41
8013 5185 3
5204 1204 53
7296 2647 70
6069 5303 20
7968 8237 45
465 6317 31
8689 2019 60
6672 6326 24
5651 6802 99
1492 5743 64
8230 4373 18
8758 8404 11
5550 1516 99
1218 1277 69
4687 5040 47
3027 7844 100
3876 807 85
8779 852 54
5813 2034 61
4424 1962 46
2998 4570 29
8165 2908 81
8783 4391 36
8787 542 34
3189 7770 15
6074 7433 9
98 8483 98
6601 3171 24
4156 3022 56
6361 5261 52
8193 6985 14
3481 3760 23
4376 5211 39
8574 4221 23
1252 5756 33
4160 6053 65
7858 261 45
1798 2228 79
6366 1608 61
3190 985 71
1204 7366 69
6889 3270 96
6656 4766 36
6543 8369 70
6958 1468 27
8317 744 17
4196 6351 51
6549 3605 14
1376 1772 79
1904 4417 30
2444 7866 75
4315 7611 88
3821 2950 37
4966 5677 63
4346 1932 29
2573 5322 100
4102 2788 17
5047 6492 98
694 7914 41
6591 1969 65
7920 174 17
2145 5916 81
2847 3075 38
7106 3422 36
2244 1942 14
3921 7220 10
2288 6010 83
824 459 35
7340 6211 41
6909 8403 32
809 1700 6
621 8861 33
7853 8344 50
1435 5678 58
59 5387 71
422 4891 73
8966 375 21
8392 3844 87
5030 5368 99
5878 7702 46
4051 8176 53
1017 6889 33
5729 8407 82
7881 7518 28
4181 2961 24
4363 6588 98
3126 8094 69
1042 8217 86
5577 1619 91
3453 2286 87
8592 5347 99
3843 2574 1
8941 3221 69
2591 8363 85
6397 6922 63
4112 833 95
1964 6418 14
7256 1879 76
3023 5013 25
2180 6803 47
8208 8710 68
1030 2825 7
8137 7192 83
279 8154 55
8728 4986 96
2991 3139 43
6784 7274 12
1671 1299 77
123 4144 80
985 1276 77
3817 8355 82
7946 498 62
3167 2976 61
1508 8638 12
5035 3572 36
5075 2481 50
3761 2103 42
7852 4931 94
5328 8381 36
4769 367 22
6130 8121 96
8911 3986 11
3576 1201 40
1548 6132 49
7754 6228 83
7951 8852 51
3558 4189 71
3816 8123 50
8400 7030 89
739 668 43
2163 2384 22
2225 6287 92
626 4087 65
7903 5986 88
6620 1365 50
1411 13 19
8148 6863 46
3416 4343 36
391 6933 23
433 899 43
4077 4733 92
6634 8991 87
1788 7753 32
8980 5107 9
8963 7263 62
3064 383 51
1199 8091 44
19 1746 66
2099 8615 80
180 1262 80
100 6005 37
3805 5293 28
3347 3446 57
6038 8203 96
3921 2577 38
6878 445 32
1951 7516 39
2579 8789 55
3501 5752 36
7187 7648 86
2903 6629 81
2382 3284 81
1740 4954 42
813 4624 20
3986 684 14
1142 2020 44
3870 6655 29
1439 1503 16
5194 1347 93
4992 8948 8
7674 3004 87
7020 2747 57
196 3051 47
1121 1382 2
2847 36 83
7029 7141 42
1348 1898 65
1078 3257 100
799 3738 84
4787 2057 2
700 2240 45
1485 2392 44
7091 6895 65
1528 5090 29
5289 4429 79
8454 7760 70
762 977 45
4557 7974 1
5938 8805 10
4360 8148 37
492 2655 84
2190 90 40
5886 8031 94
2068 173 32
3945 5528 55
5746 123 29
5631 4193 18
2970 4144 28
4851 14 35
8879 7644 43
5795 3102 12
720 8966 86
7383 5208 68
2657 3019 69
583 1342 51
3826 4005 3
7296 8867 68
8622 3518 28
2911 8437 55
2 4070 67
6418 3995 64
125 3617 75
532 1195 24
2648 26 39
3559 1554 63
7530 437 56
6267 4118 92
7491 7835 31
8629 5509 37
2152 4941 67
4970 4277 94
5259 4892 25
4449 7599 2
2121 1705 75
3456 2920 18
1737 2071 14
8527 6713 88
3545 2032 38
5182 4610 92
1112 6659 85
7035 4722 79
8564 2567 84
602 6970 52
6315 5262 73
3915 8225 4
213 6844 6
5885 1161 49
5253 4355 66
800 3271 87
7530 6522 24
1054 1463 93
1677 4886 69
1771 7516 87
4649 3149 74
8960 5808 72
3385 4481 13
8745 7375 7
1962 8072 21
7010 7073 9
4971 7604 55
2621 7983 22
4295 3687 83
2057 6308 64
4818 4062 18
2722 179 48
8642 4783 96
3634 4509 24
7267 2757 38
4268 6213 59
6053 8233 84
6997 1650 9
8883 8804 93
268 628 66
4517 4636 3
27 7043 70
7034 6554 56
7727 8714 70
2681 567 47
2072 266 72
1376 7986 97
7597 6360 63
4992 5578 40
7546 2832 33
7509 8873 100
3822 2140 49
1790 2733 5
8687 2793 24
2820 1902 1
4360 1835 23
5580 8875 52
3304 7200 5
5617 7941 63
3943 2194 99
5036 4030 44
279 8582 69
5021 7908 80
3547 1001 21
4557 493 56
7006 945 50
4870 2949 15
5058 2535 89
3541 36 37
3344 7786 49
7863 2523 73
7628 6478 69
2305 3855 87
8443 6750 28
3214 7897 95
7007 5030 81
3503 6544 93
2491 2148 5
1788 6406 15
3552 5345 14
4303 5875 56
8853 5271 61
4468 8107 2
7856 2519 51
1043 8066 96
7555 5650 34
4602 2765 12
4341 3543 10
3452 2106 90
1920 5265 49
568 1851 58
8018 6242 13
2474 5398 35
5012 7716 34
7326 5547 78
8098 217 46
5041 920 10
7842 2227 12
1385 2898 7
1362 107 16
5652 1527 51
6187 8978 70
2505 5075 37
36 2048 69
7445 6887 58
1241 42 1
2797 8908 31
6043 4306 79
1853 2113 73
7373 2195 96
8692 8655 93
2508 3994 34
4951 1225 62
2875 3558 58
4864 7890 57
6649 2272 60
8735 8835 66
6105 5217 84
4987 8004 3
7886 5748 19
1391 2660 40
2584 4166 10
8636 2766 24
7168 3457 79
2217 8290 41
8966 6076 72
8975 5810 40
